keyword_id	keyword_name	movie_count	assigned_moods	assignment_type	confidence	short_reason
292887	magical girl	87	Happy,Interested	multi	medium	anime genre
296721	experimental animation	87	Uncategorized	none	high	format/production tag
316790	psychological suspense thriller	87	Interested,Afraid	multi	high	mind game tension
322255	sinister	87	Afraid	single	high	direct evil descriptor
325770	approving	87	Uncategorized	none	medium	positive descriptor
680	montana	86	Uncategorized	none	high	geographic/country/nationality tag
2428	deportation	86	Sad,Angry	multi	high	forced removal
2551	pet	86	Uncategorized	none	low	companion animal (low-conf Happy removed)
3306	highway	86	Uncategorized	none	medium	setting
4729	dublin, ireland	86	Uncategorized	none	high	geographic/country/nationality tag
5305	gambling debt	86	Sad,Afraid	multi	medium	financial danger
7942	imaginary friend	86	Happy,Surprised	multi	medium	childhood fantasy
157241	criminal investigation	86	Interested	single	high	investigative process aligns with curiosity
157344	phone	86	Uncategorized	none	medium	object/animal/nature tag
157959	surgery	86	Interested,Afraid	multi	medium	medical procedure
161270	satanic ritual	86	Disgusted,Afraid	multi	high	devil worship ceremony
172972	old woman	86	Uncategorized	none	low	elderly figure (low-conf Interested removed)
195624	black lgbt	86	Uncategorized	none	high	identity/demographic tag
196067	blues rock	86	Uncategorized	none	low	music genre (low-conf Interested removed) (low-conf Happy removed)
220266	fandom	86	Uncategorized	none	low	fan culture (low-conf Interested removed) (low-conf Happy removed)
240484	roadtrip	86	Happy,Interested	multi	medium	travel journey
250212	japanese occupation of korea	86	Sad,Angry	multi	high	colonial oppression
339258	documentary portrait	86	Interested	single	medium	biographical doc
345851	black comedy	86	Uncategorized	none	high	format/production tag
965	age difference	85	Uncategorized	none	medium	generic/neutral tag
1307	butler	85	Uncategorized	none	medium	occupation/role tag
2025	tractor	85	Uncategorized	none	medium	object/animal/nature tag
2215	hurricane	85	Afraid	single	high	natural disaster
3447	charity	85	Uncategorized	none	low	giving (low-conf Happy removed)
4399	victim	85	Sad,Afraid	multi	medium	person harmed
5996	language	85	Uncategorized	none	medium	generic/neutral tag
10874	thrash metal	85	Angry	single	low	aggressive music
13078	skinny dipping	85	Uncategorized	none	medium	generic/neutral tag
15025	parenting	85	Uncategorized	none	low	child-rearing (low-conf Happy removed)
18321	porn industry	85	Uncategorized	none	medium	generic/neutral tag
47020	storytelling	85	Interested	single	medium	narrative craft
156236	jewel thief	85	Interested	single	medium	criminal figure
191541	gaither	85	Uncategorized	none	low	gospel music group (low-conf Happy removed)
215522	british columbia	85	Uncategorized	none	high	geographic/country/nationality tag
217906	hardcore punk	85	Angry	single	medium	aggressive music
220815	unassuming	85	Uncategorized	none	low	understated quality (low-conf Interested removed)
221238	architecture history	85	Uncategorized	none	low	design history (low-conf Interested removed)
233717	veganism	85	Uncategorized	none	low	dietary/ethical choice (low-conf Interested removed)
266503	mother and daughter	85	Happy,Sad	multi	low	maternal bond (low-conf Happy removed)
280179	lgbt rights	85	Interested,Angry	multi	medium	equality activism
294348	factual	85	Uncategorized	none	low	documentary quality (low-conf Interested removed)
325790	cruel	85	Disgusted,Angry	multi	high	cruelty descriptor
292	berlin wall	84	Sad	single	medium	Cold War division
1797	loyalty	84	Uncategorized	none	medium	faithfulness
2699	fetish	84	Disgusted	single	medium	generic/neutral tag
2766	mutation	84	Interested,Afraid	multi	medium	genetic change
3979	hidden camera	84	Interested,Afraid	multi	medium	covert surveillance
4616	apache nation	84	Uncategorized	none	high	indigenous culture
5215	northern england	84	Uncategorized	none	high	geographic/country/nationality tag
5457	mythical creature	84	Interested,Surprised	multi	medium	legendary being
10158	alien planet	84	Interested,Surprised	multi	medium	extraterrestrial world
10770	mad doctor	84	Interested,Afraid	multi	medium	dangerous physician
13151	drawing	84	Uncategorized	none	low	visual art (low-conf Interested removed)
15302	evangelical christianity	84	Uncategorized	none	low	religious denomination (low-conf Interested removed)
15365	held captive	84	Afraid,Angry	multi	high	imprisonment
40850	destiny	84	Interested	single	medium	fate
155876	reenactment	84	Uncategorized	none	low	historical recreation (low-conf Interested removed)
158558	disabled	84	Interested,Sad	multi	medium	disability
160364	impersonation	84	Interested,Surprised	multi	medium	identity mimicry
163398	volcanic eruption	84	Afraid	single	high	natural disaster
164218	psychotronic	84	Uncategorized	none	low	cult cinema (low-conf Interested removed)
173245	sculptor	84	Uncategorized	none	medium	occupation/role tag
178883	autumn	84	Uncategorized	none	medium	object/animal/nature tag
189402	crime investigation	84	Interested	single	high	investigative process aligns with curiosity
192779	mount everest	84	Interested,Afraid	multi	medium	extreme mountain
207372	quest	84	Happy,Interested	multi	medium	adventure search
208873	acceptance	84	Happy,Sad	multi	medium	emotional embrace
226499	manhunt	84	Interested,Afraid	multi	high	pursuit of fugitive
232997	dreamlike	84	Interested,Surprised	multi	medium	surreal quality
255435	australian football league (afl)	84	Happy,Interested	multi	high	league-sport tag matches existing sports mood pattern
272617	homosexual	84	Uncategorized	none	high	identity/demographic tag
273278	holiday special	84	Happy	single	medium	festive entertainment
287619	youtuber	84	Uncategorized	none	low	content creator (low-conf Interested removed)
325851	straightforward	84	Uncategorized	none	low	direct quality (low-conf Interested removed)
339750	presumed lost	84	Uncategorized	none	high	format/production tag
100	slum	83	Sad,Angry	multi	high	impoverished area
2122	death penalty	83	Sad,Afraid,Angry	multi	high	state execution
3398	release from prison	83	Interested,Sad	multi	medium	post-incarceration
3513	safari	83	Uncategorized	none	low	wildlife excursion (low-conf Interested removed) (low-conf Happy removed)
4115	longing	83	Sad	single	high	deep yearning
6157	prayer	83	Uncategorized	none	low	spiritual practice (low-conf Interested removed)
6678	polar bear	83	Uncategorized	none	low	arctic animal (low-conf Interested removed)
11338	wild animal	83	Uncategorized	none	low	untamed creature (low-conf Interested removed)
158628	foreign language adaptation	83	Uncategorized	none	high	format/production tag
185018	autobiographical	83	Interested	single	high	life-story/nonfiction framing aligns with biography/interest
193171	sitcom	83	Happy	single	medium	comedy format
193455	indigenous australians	83	Uncategorized	none	high	indigenous group
210039	gender identity	83	Uncategorized	none	medium	self-understanding
210090	lego	83	Uncategorized	none	low	toy brand (low-conf Happy removed)
250067	video game music	83	Happy	single	medium	playful entertainment/music blend leans positive-curious
274107	childhood memory	83	Happy,Sad	multi	medium	nostalgic recollection
294708	sports drama	83	Happy,Sad	multi	medium	athletic narrative
323756	holiday horror	83	Afraid	single	medium	festive horror
324094	live musical performance	83	Uncategorized	none	low	live music (low-conf Happy removed)
344229	swear	83	Uncategorized	none	medium	language content
677	nuclear war	82	Sad,Afraid,Angry	multi	high	atomic conflict
1502	marshal	82	Uncategorized	none	medium	occupation/role tag
1741	blindness and impaired vision	82	Uncategorized	none	medium	vision loss
1909	coffin	82	Uncategorized	none	medium	death association
2438	social worker	82	Uncategorized	none	low	helping profession (low-conf Interested removed)
3432	bangkok, thailand	82	Uncategorized	none	high	geographic/country/nationality tag
3458	bartender	82	Uncategorized	none	medium	occupation/role tag
3687	graduation	82	Happy	single	medium	milestone
3715	man	82	Uncategorized	none	medium	demographic tag
3993	inspiration	82	Happy	single	medium	motivational
4388	titanic	82	Sad,Afraid	multi	high	maritime disaster
6282	workplace	82	Uncategorized	none	medium	setting
7089	dominatrix	82	Uncategorized	none	medium	generic/neutral tag
8044	flight	82	Uncategorized	none	low	aviation (low-conf Interested removed)
156478	boyfriend	82	Happy,Sad	multi	medium	generic/neutral tag
157972	chimpanzee	82	Uncategorized	none	medium	object/animal/nature tag
159783	labor strike	82	Interested,Angry	multi	medium	workers' action
162271	husband	82	Happy,Sad	multi	medium	generic/neutral tag
167882	professional sports	82	Happy,Interested	multi	high	sports tag already skews positive-curious
173297	nightclub singer	82	Uncategorized	none	medium	music/performance nightlife tag leans upbeat
190756	cinéma vérité	82	Uncategorized	none	medium	documentary style
208788	medical drama	82	Interested,Sad	multi	medium	healthcare narrative
211514	pop rock	82	Uncategorized	none	low	music genre (low-conf Happy removed)
242689	teenage protagonist	82	Uncategorized	none	medium	demographic tag
259982	psychotronic film	82	Uncategorized	none	low	cult cinema (low-conf Interested removed)
325780	callous	82	Disgusted,Angry	multi	high	cruelty descriptor
502	ambush	81	Uncategorized	none	high	surprise attack
1635	deaf-mute	81	Uncategorized	none	low	hearing/speech impairment (low-conf Interested removed)
2437	munich, germany	81	Uncategorized	none	high	geographic/country/nationality tag
2527	fox	81	Uncategorized	none	medium	object/animal/nature tag
3271	secret organization	81	Interested,Afraid	multi	medium	clandestine group
3684	religion and supernatural	81	Surprised,Afraid	multi	medium	supernatural framing evokes awe and unease
4116	heaven	81	Happy,Surprised	multi	medium	afterlife paradise
4648	naples, italy	81	Uncategorized	none	high	geographic/country/nationality tag
8085	stockholm, sweden	81	Uncategorized	none	high	geographic/country/nationality tag
15460	bound and gagged	81	Disgusted,Afraid	multi	high	captivity
33896	montage	81	Uncategorized	none	high	format/production tag
34038	intrigue	81	Interested,Afraid	multi	medium	scheming
157187	old friends	81	Happy,Sad	multi	medium	nostalgic friendship
163059	youth culture	81	Uncategorized	none	medium	culture tag aligns with curiosity
165241	broadway musical	81	Uncategorized	none	medium	theatrical entertainment
174638	siberia	81	Uncategorized	none	high	geographic/country/nationality tag
189921	video nasty	81	Uncategorized	none	high	format/production tag
206545	young couple	81	Happy,Sad	multi	low	romantic pair (low-conf Happy removed)
217885	spanish history	81	Uncategorized	none	low	historical focus (low-conf Interested removed)
257759	sov	81	Uncategorized	none	high	format/production tag
281057	spanish	81	Uncategorized	none	high	geographic/country/nationality tag
294546	video games	81	Uncategorized	none	low	gaming (low-conf Interested removed) (low-conf Happy removed)
297139	absurdist humor	81	Happy,Surprised	multi	medium	illogical comedy
303427	skate	81	Uncategorized	none	low	board sport (low-conf Happy removed)
325815	farcical	81	Happy,Surprised	multi	medium	exaggerated comedy
376	neo-nazism	80	Disgusted,Afraid,Angry	multi	high	modern fascism
440	missionary	80	Uncategorized	none	low	religious role (low-conf Interested removed)
717	pope	80	Uncategorized	none	low	religious figure (low-conf Interested removed)
787	mississippi river	80	Uncategorized	none	high	geographic/country/nationality tag
933	michigan	80	Uncategorized	none	high	geographic/country/nationality tag
1346	dance performance	80	Happy,Interested	multi	medium	performance tag is upbeat with artistic engagement
1700	massachusetts	80	Uncategorized	none	high	geographic/country/nationality tag
1775	demonstration	80	Interested,Angry	multi	medium	public protest
4147	robin hood	80	Happy,Interested	multi	medium	folk hero
4299	normandy, france	80	Uncategorized	none	high	geographic/country/nationality tag
6057	peace	80	Happy	single	medium	absence of conflict
6103	telephone	80	Uncategorized	none	medium	object
6438	anorexia	80	Sad,Disgusted	multi	high	eating disorder
9941	melbourne, australia	80	Uncategorized	none	high	geographic/country/nationality tag
10563	attack	80	Afraid,Angry	multi	medium	assault
11095	cruise ship	80	Uncategorized	none	low	vacation vessel (low-conf Interested removed) (low-conf Happy removed)
15155	witness to murder	80	Interested,Afraid	multi	high	murder witness frame combines investigation and threat
15214	buddy	80	Happy	single	medium	friendship
18453	gossip	80	Angry	single	low	social talk (low-conf Interested removed)
164920	opera singer	80	Uncategorized	none	low	musician (low-conf Interested removed)
179874	expressionism	80	Uncategorized	none	medium	art movement
180547	marvel cinematic universe (mcu)	80	Uncategorized	none	medium	superhero franchise
215368	chamonix	80	Uncategorized	none	high	geographic/country/nationality tag
215853	abstract art	80	Uncategorized	none	low	visual art (low-conf Interested removed)
220378	film production	80	Uncategorized	none	low	filmmaking (low-conf Interested removed)
238456	the metropolitan opera	80	Uncategorized	none	low	opera venue (low-conf Interested removed)
257285	crowdfunded film	80	Uncategorized	none	high	format/production tag
290380	puppet animation	80	Uncategorized	none	high	format/production tag
211	bureaucracy	79	Angry	single	low	institutional red tape (low-conf Interested removed)
916	marseille, france	79	Uncategorized	none	high	geographic/country/nationality tag
973	refugee camp	79	Sad,Afraid	multi	high	displacement
1441	christmas party	79	Uncategorized	none	medium	festive gathering
1625	emigration	79	Interested,Sad	multi	medium	leaving homeland
2024	wisconsin	79	Uncategorized	none	high	geographic/country/nationality tag
2279	bavaria, germany	79	Uncategorized	none	high	geographic/country/nationality tag
4333	theatre group	79	Uncategorized	none	low	performance ensemble (low-conf Interested removed)
5303	utah	79	Uncategorized	none	high	geographic/country/nationality tag
6167	engagement	79	Happy,Sad	multi	medium	romantic commitment
6349	bulgaria	79	Uncategorized	none	high	geographic/country/nationality tag
10385	reindeer	79	Uncategorized	none	medium	object/animal/nature tag
10503	scuba diving	79	Uncategorized	none	low	water sport (low-conf Interested removed)
10532	suburbia	79	Uncategorized	none	medium	setting
13116	one man army	79	Interested	single	medium	solo action hero
33780	dentist	79	Uncategorized	none	medium	occupation/role tag
41592	monastery	79	Uncategorized	none	low	religious institution (low-conf Interested removed)
160077	design	79	Uncategorized	none	medium	generic/neutral tag
166766	digital video	79	Uncategorized	none	high	format/production tag
186933	christmas music	79	Happy	single	medium	holiday music
190816	anniversary	79	Happy	single	medium	celebration
193521	part animation	79	Uncategorized	none	high	format/production tag
194869	boy band	79	Uncategorized	none	low	pop music (low-conf Happy removed)
204236	music tour	79	Happy,Interested	multi	medium	concert/tour framing leans positive with engagement
215191	strange	79	Interested,Surprised	multi	medium	unusual quality
233130	self-harm	79	Sad	single	high	deliberate self-injury
234125	child protagonist	79	Uncategorized	none	medium	demographic tag
275041	imagination	79	Happy,Surprised	multi	medium	creative thinking
286189	teenage	79	Uncategorized	none	medium	demographic tag
286354	cars	79	Uncategorized	none	medium	vehicles
303310	joyous	79	Happy	single	high	direct joy
329574	2020s	79	Uncategorized	none	high	period tag
333529	magical realism	79	Interested,Surprised	multi	medium	blending real/magical
1293	asia	78	Uncategorized	none	high	geographic/country/nationality tag
1608	twin sister	78	Surprised	single	low	duality (low-conf Interested removed)
1759	night life	78	Uncategorized	none	low	evening entertainment (low-conf Happy removed)
1772	german democratic republic	78	Interested,Sad	multi	medium	Cold War state
2801	self-defense	78	Interested,Afraid	multi	medium	protective fighting
2833	psychoanalysis	78	Interested	single	medium	mental exploration
4170	john f. kennedy	78	Interested	single	medium	historical figure
4381	napoleon bonaparte	78	Interested	single	medium	historical figure
5683	family business 	78	Uncategorized	none	low	family enterprise (low-conf Interested removed)
6093	assault	78	Afraid,Angry	multi	high	violent attack
6256	truth	78	Interested	single	medium	revelation
6683	autobiography	78	Interested	single	high	life-story/nonfiction framing aligns with biography/interest
10244	based on cartoon	78	Uncategorized	none	high	format/production tag
11259	extortion	78	Afraid,Angry	multi	high	criminal coercion
15076	cat and mouse	78	Interested,Afraid	multi	medium	pursuit dynamic
33585	labor	78	Angry	single	low	work/childbirth (low-conf Interested removed)
158455	oppression	78	Angry	single	high	systemic domination, anger primary
159313	psychiatry	78	Interested	single	medium	mental health field
160234	family tragedy	78	Sad	single	high	familial devastation
163726	hitchhiking	78	Uncategorized	none	medium	stranger travel
164022	machinima	78	Uncategorized	none	high	format/production tag
176752	basketball player	78	Uncategorized	none	high	basketball/sports participation matches existing sports mood pattern
185332	long distance relationship	78	Happy,Sad	multi	medium	remote love
189102	tunnel	78	Uncategorized	none	low	confined passage
190007	mental hospital	78	Sad,Afraid	multi	high	psychiatric facility
208781	intimacy	78	Happy,Sad	multi	low	emotional closeness (low-conf Interested removed) (low-conf Happy removed)
208820	olympic athlete	78	Uncategorized	none	low	elite athlete (low-conf Interested removed) (low-conf Happy removed)
214710	analog	78	Uncategorized	none	high	format/production tag
227561	old hollywood	78	Interested	single	medium	film history/industry tag aligns with curiosity
262706	music show	78	Happy,Interested	multi	medium	music/performance event tag leans positive with engagement
262858	anti-colonialism	78	Interested,Angry	multi	medium	opposing colonialism
319579	public information film	78	Uncategorized	none	high	format/production tag
358013	pov	78	Uncategorized	none	high	format/production tag
213	upper class	77	Uncategorized	none	low	social stratum (low-conf Interested removed)
643	horse race	77	Uncategorized	none	low	equestrian sport (low-conf Interested removed) (low-conf Happy removed)
663	fortune teller	77	Uncategorized	none	low	divination (low-conf Interested removed)
716	vatican (holy see)	77	Uncategorized	none	low	religious institution (low-conf Interested removed)
1008	guerrilla warfare	77	Afraid,Angry	multi	high	insurgent combat
1524	surfer	77	Uncategorized	none	low	water sport (low-conf Happy removed)
1628	nationalism	77	Interested,Angry	multi	medium	political ideology
2407	fireworks	77	Uncategorized	none	medium	celebration
3478	parrot	77	Uncategorized	none	medium	object/animal/nature tag
4776	race against time	77	Interested,Afraid	multi	high	urgency
5922	north carolina	77	Uncategorized	none	high	geographic/country/nationality tag
6139	innocence	77	Happy,Sad	multi	medium	purity and vulnerability
6178	newfoundland and labrador	77	Uncategorized	none	high	geographic/country/nationality tag
6520	armenia	77	Sad,Angry	multi	high	geographic/country/nationality tag
9259	vampire hunter (slayer)	77	Interested,Afraid	multi	medium	monster hunter
10629	vision	77	Afraid	single	low	supernatural sight (low-conf Interested removed)
10789	prehistoric creature	77	Interested,Afraid	multi	medium	ancient beast
11011	morality	77	Interested	single	medium	ethical exploration
11060	trap	77	Afraid	single	medium	snare/danger
11827	swimmer	77	Uncategorized	none	medium	occupation/role tag
17997	housekeeper	77	Uncategorized	none	medium	occupation/role tag
18239	home video	77	Uncategorized	none	high	format/production tag
41379	argument	77	Angry	single	medium	verbal conflict
157524	tropical island	77	Uncategorized	none	low	paradise setting (low-conf Happy removed)
173374	gaming	77	Uncategorized	none	low	video games (low-conf Interested removed) (low-conf Happy removed)
176691	killer clown	77	Disgusted,Afraid	multi	high	horror figure
181139	cartoon duck	77	Uncategorized	none	low	animated character (low-conf Happy removed)
201456	paranoid	77	Afraid	single	high	direct paranoia
206353	live show	77	Uncategorized	none	low	live entertainment (low-conf Happy removed)
208397	death of wife	77	Sad	single	high	spousal loss
216791	advertisement	77	Uncategorized	none	medium	commercial content
225410	hippies	77	Uncategorized	none	low	counterculture (low-conf Interested removed) (low-conf Happy removed)
250025	alpinist	77	Uncategorized	none	low	mountaineer (low-conf Interested removed)
258300	french history	77	Uncategorized	none	low	historical focus (low-conf Interested removed)
258963	classical concert	77	Uncategorized	none	low	music performance (low-conf Interested removed) (low-conf Happy removed)
288474	based on webcomic or webtoon	77	Uncategorized	none	high	format/production tag
291004	kidnapped	77	Afraid,Angry	multi	high	abduction victim
348517	roman porno	77	Uncategorized	none	high	format/production tag
1545	supermarket	76	Uncategorized	none	medium	setting
2960	cambodia	76	Uncategorized	none	high	geographic/country/nationality tag
4924	insane asylum	76	Sad,Afraid	multi	high	psychiatric institution
7059	anti-communism	76	Angry	single	low	political opposition (low-conf Interested removed)
8011	greek	76	Uncategorized	none	high	geographic/country/nationality tag
9818	fan culture	76	Interested	single	medium	culture/community tag aligns with curiosity
10058	sorority	76	Uncategorized	none	low	social group (low-conf Happy removed)
10110	motocross	76	Uncategorized	none	low	motor sport (low-conf Interested removed) (low-conf Happy removed)
11148	police chase	76	Interested,Afraid	multi	medium	pursuit
11159	wartime	76	Sad,Afraid	multi	medium	during conflict
12026	alternate history	76	Interested,Surprised	multi	medium	speculative past
155963	driver	76	Uncategorized	none	medium	occupation/role tag
158340	theme park	76	Uncategorized	none	medium	entertainment venue
158620	russian revolution (1917)	76	Sad,Afraid,Angry	multi	high	political upheaval
163119	injustice	76	Angry	single	high	unfair treatment, anger primary
163758	ex-husband ex-wife relationship	76	Happy,Sad	multi	low	post-divorce (low-conf Sad removed)
170351	reality vs fantasy	76	Interested,Surprised	multi	medium	blurred boundaries
191260	dinner party	76	Uncategorized	none	low	social gathering (low-conf Interested removed) (low-conf Happy removed)
213810	social thriller	76	Interested,Afraid	multi	medium	societal suspense
213829	argentinean cinema	76	Uncategorized	none	high	format/production tag
221966	ballet performance	76	Uncategorized	none	low	dance (low-conf Interested removed) (low-conf Happy removed)
234042	late coming of age	76	Interested,Sad	multi	medium	delayed maturation
253373	soldiers	76	Sad,Afraid	multi	medium	military personnel
254781	climate change activism	76	Interested,Angry	multi	medium	environmental protest
256059	neo-surrealism	76	Interested,Surprised	multi	medium	modern surreal
281588	traditional values	76	Uncategorized	none	low	cultural conservatism (low-conf Interested removed)
286995	fiction	76	Uncategorized	none	medium	generic/neutral tag
305666	masked killer	76	Afraid	single	high	horror antagonist
319190	suspense thriller	76	Interested,Afraid	multi	high	tension genre
324537	friend	76	Uncategorized	none	low	companion (low-conf Happy removed)
3200	platonic love	75	Happy,Sad	multi	medium	love/friendship framing leans positive
3489	job interview	75	Uncategorized	none	medium	process/professional-situation tag fits curiosity
3515	banker	75	Uncategorized	none	medium	occupation/role tag
3575	jerusalem	75	Uncategorized	none	high	geographic/country/nationality tag
4040	space mission	75	Interested,Afraid	multi	medium	cosmic operation
5824	video surveillance	75	Interested,Afraid	multi	medium	monitoring
6211	fighter	75	Interested,Angry	multi	medium	combat figure
6711	crisis	75	Sad,Afraid	multi	medium	urgent problem
7920	violence in schools	75	Sad,Afraid,Angry	multi	high	school violence
8303	abandoned house	75	Afraid	single	medium	eerie setting
8608	violinist	75	Uncategorized	none	low	musician (low-conf Interested removed)
9736	little boy	75	Uncategorized	none	medium	demographic tag
14724	family vacation	75	Uncategorized	none	medium	leisure trip
14905	britain	75	Uncategorized	none	high	country tag
33482	war hero	75	Interested,Sad	multi	medium	decorated soldier
33740	humiliation	75	Sad,Angry	multi	high	degradation
34004	second chance	75	Happy,Interested	multi	medium	redemptive opportunity
155808	hometown	75	Uncategorized	none	low	place of origin (low-conf Happy removed)
156024	corrupt politician	75	Disgusted,Angry	multi	high	political abuse
158276	metamorphosis	75	Interested,Surprised	multi	medium	transformation
158780	u.s. marine	75	Interested,Afraid	multi	medium	military
171989	wrongful conviction	75	Angry	single	high	unjust imprisonment, anger primary
175506	blues music	75	Happy,Sad	multi	medium	emotional music
180498	post war japan	75	Interested,Sad	multi	medium	reconstruction
187224	seaside town	75	Uncategorized	none	low	coastal setting (low-conf Interested removed) (low-conf Happy removed)
190823	social realism	75	Interested,Sad	multi	medium	unflinching depiction
195889	poor	75	Sad	single	medium	poverty
197340	diy	75	Uncategorized	none	low	do-it-yourself (low-conf Interested removed)
202760	hopeless	75	Sad	single	high	direct despair
210052	urbanism	75	Uncategorized	none	low	city planning (low-conf Interested removed)
229325	transgender rights	75	Interested,Angry	multi	medium	equality advocacy
254325	korea president	75	Uncategorized	none	low	political figure (low-conf Interested removed)
257384	godzilla	75	Interested,Afraid	multi	medium	giant monster
267537	mixed media	75	Uncategorized	none	high	format/production tag
267876	relaxed	75	Happy	single	medium	calm tone
274494	skateboard  video	75	Uncategorized	none	low	sport video (low-conf Happy removed)
278130	cats	75	Uncategorized	none	medium	object/animal/nature tag
282667	age-gap relationship	75	Uncategorized	none	medium	generic/neutral tag
286125	gritty	75	Interested,Afraid	multi	medium	harsh realistic tone
286239	apartment	75	Uncategorized	none	medium	setting
308291	television	75	Uncategorized	none	medium	medium/industry tag aligns with curiosity
325822	gloomy	75	Sad,Afraid	multi	high	direct dark mood
472	bathroom	74	Uncategorized	none	medium	setting
622	bet	74	Uncategorized	none	low	wager (low-conf Interested removed)
1601	war on drugs	74	Afraid,Angry	multi	high	anti-narcotics conflict
2321	bunker	74	Afraid	single	medium	fortified shelter
2795	mystic	74	Interested,Surprised	multi	medium	supernatural wisdom
3278	kgb	74	Interested,Afraid	multi	medium	Soviet intelligence
3429	diet	74	Uncategorized	none	medium	generic/neutral tag
4438	cousin	74	Uncategorized	none	medium	generic/neutral tag
5306	boss	74	Uncategorized	none	medium	workplace role
6412	rhythm and blues (r&b)	74	Uncategorized	none	low	music genre (low-conf Interested removed) (low-conf Happy removed)
10428	cultural difference	74	Interested	single	medium	cross-cultural theme
11326	shaman	74	Uncategorized	none	low	spiritual figure (low-conf Interested removed)
14624	cruelty	74	Disgusted,Angry	multi	high	inflicting suffering
14831	stabbing	74	Disgusted,Afraid	multi	high	knife violence
17987	killing spree	74	Disgusted,Afraid,Angry	multi	high	serial rampage
41249	secret service	74	Interested,Afraid	multi	medium	covert agency
155418	subculture	74	Uncategorized	none	medium	culture tag aligns with curiosity
156039	space station	74	Interested	single	medium	orbital facility
157632	fraternity	74	Uncategorized	none	low	social group (low-conf Happy removed)
161256	third reich (iii reich 1933-45)	74	Disgusted,Afraid,Angry	multi	high	Nazi regime
166676	contemporary art	74	Uncategorized	none	low	modern art (low-conf Interested removed)
172291	grieving	74	Sad	single	high	mourning process
189099	giant	74	Interested,Afraid	multi	medium	oversized being
191731	female empowerment	74	Happy,Interested	multi	medium	women's strength
196751	fictional biography	74	Uncategorized	none	low	invented life story (low-conf Interested removed)
217042	benefit concert	74	Uncategorized	none	low	charity music (low-conf Happy removed)
243617	weed	74	Uncategorized	none	low	cannabis culture (low-conf Happy removed)
252909	non-binary	74	Uncategorized	none	high	identity/demographic tag
266927	girlhood	74	Uncategorized	none	low	female adolescence (low-conf Interested removed)
299242	silent serial	74	Uncategorized	none	high	format/production tag
319900	based on light novel	74	Uncategorized	none	high	format/production tag
325785	commanding	74	Uncategorized	none	low	authority descriptor (low-conf Interested removed)
333977	ghosts	74	Afraid	single	medium	supernatural entities
352581	comedy horror	74	Happy,Afraid	multi	medium	humor meets horror
108	transvestism	73	Uncategorized	none	medium	gender expression
407	dictator	73	Afraid,Angry	multi	high	authoritarian ruler
459	sexual obsession	73	Disgusted,Afraid	multi	medium	generic/neutral tag
725	lovesickness	73	Happy,Sad	multi	high	romantic suffering
1450	shepherd	73	Uncategorized	none	medium	occupation
1517	classroom	73	Uncategorized	none	medium	setting
1824	self-destruction	73	Sad	single	high	self-damaging behavior
1899	hunger	73	Sad	single	high	starvation
2052	traitor	73	Afraid,Angry	multi	high	betrayer
2116	sleep	73	Uncategorized	none	medium	generic/neutral tag
2493	oklahoma	73	Uncategorized	none	high	geographic/country/nationality tag
2521	congo	73	Uncategorized	none	high	geographic/country/nationality tag
2629	psychological stress	73	Sad,Afraid	multi	medium	mental pressure
3291	kentucky	73	Uncategorized	none	high	geographic/country/nationality tag
3373	snowstorm	73	Uncategorized	none	medium	dangerous weather
4258	lottery	73	Happy,Surprised	multi	medium	chance fortune
4620	magazine	73	Uncategorized	none	medium	object/animal/nature tag
7587	nigeria	73	Uncategorized	none	high	geographic/country/nationality tag
9897	rifle	73	Uncategorized	none	medium	weapon
9927	maine	73	Uncategorized	none	high	geographic/country/nationality tag
10250	redneck	73	Uncategorized	none	low	rural archetype (low-conf Interested removed)
10756	janitor	73	Uncategorized	none	medium	occupation/role tag
11719	dirty cop	73	Disgusted,Angry	multi	high	corrupt officer
12192	counter-culture	73	Interested,Angry	multi	medium	anti-establishment
14576	pedophile	73	Disgusted	single	high	child predator, disgust primary
14781	patient	73	Uncategorized	none	low	medical context (low-conf Interested removed)
33694	family holiday	73	Uncategorized	none	medium	family leisure
33899	rockumentary	73	Interested	single	medium	music documentary
156835	hypnotism	73	Interested,Afraid	multi	medium	mind control
163210	choreography	73	Uncategorized	none	low	dance creation (low-conf Interested removed) (low-conf Happy removed)
168713	neo-western	73	Interested	single	medium	modern frontier
171854	betrayal by friend	73	Sad,Angry	multi	high	trusted person betrayal
179568	archaeological dig	73	Interested	single	medium	excavation
187256	ballerina	73	Uncategorized	none	low	dancer (low-conf Interested removed) (low-conf Happy removed)
191047	prison break	73	Interested,Afraid	multi	high	escape
206662	euthanasia	73	Interested,Sad	multi	high	assisted death
207556	blind man	73	Uncategorized	none	low	disabled figure (low-conf Sad removed)
211057	trippy	73	Interested,Surprised	multi	medium	psychedelic quality
254547	taisho period	73	Uncategorized	none	low	Japanese era (low-conf Interested removed)
254831	symphony orchestra	73	Uncategorized	none	medium	music/craft tag aligns with curiosity
265582	women empowerment	73	Uncategorized	none	medium	female strength
280566	action adventure	73	Uncategorized	none	medium	exciting genre
286899	students	73	Uncategorized	none	medium	demographic tag
288649	arctic	73	Uncategorized	none	medium	extreme environment
316438	cine argentino	73	Uncategorized	none	high	format/production tag
320807	australian	73	Uncategorized	none	high	geographic/country/nationality tag
325795	dignified	73	Uncategorized	none	low	respectful quality (low-conf Interested removed)
